episode,total_demand,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48
573,1795,2,0,6,19,7,4,0,16,20,7,30,10,3,7,42,57,66,18,0,5,24,59,287,137,4,7,46,49,78,144,67,34,10,13,79,29,63,82,0,48,79,16,16,47,22,12,15,5,4
574,1726,9,0,4,25,7,2,0,11,20,13,33,7,2,5,43,59,54,12,4,18,37,53,252,104,4,5,55,47,75,125,88,31,15,12,77,40,54,71,1,47,71,26,15,33,23,17,11,7,2
575,1822,13,4,8,26,12,2,0,13,24,5,16,12,0,4,51,69,62,14,3,12,32,46,265,134,3,4,40,37,79,148,84,40,21,24,69,33,63,68,1,50,92,21,15,43,27,16,9,5,3
576,1788,8,0,5,26,10,2,0,10,20,8,23,9,2,7,40,69,76,19,3,6,29,58,280,101,3,2,42,48,69,145,71,40,17,13,91,41,65,76,1,40,79,14,11,52,28,16,7,5,1
577,1768,12,1,4,19,12,1,0,14,25,10,20,9,3,1,51,48,80,19,1,5,28,55,302,121,5,1,33,44,73,115,77,37,19,26,73,39,59,77,0,33,72,20,18,39,24,19,17,6,1
578,1811,9,2,7,22,10,1,0,8,15,8,20,9,3,10,51,68,58,17,3,8,31,49,282,120,3,2,46,42,70,130,83,52,16,27,75,38,64,84,1,42,78,22,10,35,39,12,14,13,2
579,1788,12,2,9,24,10,1,0,13,18,12,30,7,1,8,46,65,66,20,1,5,29,55,242,113,6,2,39,52,70,149,72,38,16,25,82,54,66,63,0,44,86,24,12,37,23,16,13,8,2
580,1814,4,1,1,7,8,4,0,9,20,14,21,10,1,6,50,56,95,16,5,12,28,54,307,110,7,7,42,38,74,142,73,35,16,29,72,53,70,58,0,41,78,19,9,40,25,20,16,6,5
581,1826,12,2,3,12,5,5,0,10,20,13,22,17,2,8,51,65,86,18,1,8,33,48,250,123,5,5,46,37,76,143,88,57,15,25,65,44,75,76,1,39,67,25,16,35,26,14,17,10,5
582,1823,14,1,9,26,14,1,0,19,17,8,16,6,0,6,43,62,59,17,3,9,33,57,311,108,5,4,54,48,87,122,71,47,9,28,63,36,64,75,0,50,84,17,17,41,22,17,9,13,1
583,1814,10,0,5,14,16,2,0,12,17,13,21,13,3,7,58,55,77,17,5,13,30,38,306,116,3,4,37,32,68,144,85,48,14,26,76,42,59,66,0,45,76,18,16,37,24,18,23,4,1
584,1854,2,4,7,21,12,1,1,9,24,14,21,9,0,6,38,65,79,16,4,7,24,56,306,116,5,7,41,43,87,134,87,43,14,15,79,38,55,71,2,54,97,19,14,41,27,18,8,9,4
585,1748,6,0,3,17,13,2,0,12,21,8,26,10,0,9,39,46,77,7,3,8,31,50,279,112,4,4,40,49,52,125,75,48,11,23,80,36,48,78,1,46,91,20,17,53,24,18,18,8,0
586,1882,8,2,5,18,10,2,0,14,20,10,26,14,4,6,63,57,66,16,0,9,34,56,291,110,1,1,37,51,61,139,81,47,15,24,97,54,77,79,1,49,88,22,16,48,23,16,7,5,2
587,1811,6,0,3,18,8,3,0,13,18,8,15,9,0,7,58,56,73,15,2,10,32,50,272,123,5,6,44,40,78,128,71,37,23,20,70,52,72,70,1,53,94,17,16,43,31,22,12,6,1
588,1897,16,0,8,26,15,6,1,8,14,7,23,11,1,11,55,81,72,9,3,12,27,69,275,117,5,6,39,34,75,133,79,45,15,35,97,33,74,86,0,58,86,20,10,34,27,16,14,4,5
589,1840,10,0,9,14,10,1,0,17,19,15,18,8,2,6,39,60,73,6,2,7,30,51,285,113,4,5,53,50,61,149,71,37,12,27,84,35,71,89,0,60,88,18,18,32,33,17,17,11,3
590,1853,7,1,5,17,13,4,0,13,23,8,19,5,1,9,49,61,63,17,4,7,42,60,316,123,4,7,35,42,72,130,77,34,14,30,75,39,77,71,1,45,93,20,15,31,30,16,17,9,2
591,1782,11,0,9,19,13,0,0,10,18,7,25,9,3,7,55,53,80,14,1,9,26,49,283,102,6,7,43,39,70,147,68,41,21,22,74,37,63,62,0,39,82,26,16,45,25,16,15,10,5
592,1779,16,3,5,17,17,3,0,11,15,6,12,10,4,10,45,62,59,20,1,13,27,53,261,108,5,3,36,43,67,142,77,51,17,32,77,50,60,88,0,32,88,19,17,42,21,15,11,7,1
593,1822,14,0,4,17,10,6,0,15,19,9,28,9,3,13,40,58,71,20,3,10,23,50,306,112,4,7,30,31,73,142,76,26,19,23,69,41,67,78,1,32,103,20,12,51,30,20,17,8,2
594,1846,11,0,5,20,7,3,0,15,15,9,16,10,4,3,36,61,86,16,3,9,44,54,286,113,2,4,48,41,62,140,84,34,15,21,78,61,63,92,0,46,90,15,20,42,25,17,9,9,2
595,1816,11,2,6,19,7,1,0,5,12,8,19,12,1,13,50,66,58,16,2,11,43,38,304,128,6,2,42,49,62,133,93,42,17,15,79,44,61,72,2,51,81,25,12,38,21,17,12,6,2
596,1791,5,0,2,15,6,4,0,11,20,9,20,11,1,8,44,51,73,22,5,16,34,65,267,97,6,3,49,38,71,121,83,54,12,23,77,46,72,80,0,43,88,26,15,35,21,15,13,12,2
597,1831,6,0,7,16,6,3,0,12,7,4,18,6,0,9,52,50,73,18,1,13,31,52,288,101,3,4,36,53,82,165,85,63,14,22,75,38,77,73,0,40,76,20,18,46,33,12,14,8,1
598,1786,12,2,4,17,11,4,0,20,16,9,25,12,1,7,53,45,69,15,2,13,32,56,265,109,8,5,42,32,72,154,81,41,10,15,63,40,86,76,0,43,92,31,10,36,21,11,12,4,2
599,1813,9,0,3,25,13,4,0,13,13,9,20,10,2,8,50,64,74,10,4,9,34,49,296,127,4,3,42,41,56,149,69,44,16,14,63,48,64,82,3,47,85,24,12,44,24,16,10,5,2
600,1883,15,2,8,16,12,0,0,11,17,9,17,6,5,12,53,69,80,17,1,14,35,61,288,107,6,2,45,42,87,117,81,32,13,31,75,53,78,86,3,55,85,18,17,44,21,16,13,5,3
601,1904,11,1,6,18,13,1,0,13,17,8,28,9,3,4,47,60,72,15,3,12,24,78,280,114,3,5,58,43,73,136,95,45,14,17,84,38,75,90,0,43,103,19,12,45,29,19,11,8,2
602,1906,5,1,0,18,11,1,0,15,24,7,21,8,1,4,46,65,74,12,2,10,32,72,311,139,7,6,38,45,76,141,82,45,14,23,77,35,60,84,3,64,86,21,22,48,21,15,10,1,3
603,1787,11,0,9,20,12,1,0,15,22,8,21,9,2,7,47,55,72,21,3,6,30,48,283,117,3,2,40,46,67,146,70,51,17,19,74,46,55,62,1,47,85,19,12,45,26,14,15,5,1
604,1736,10,0,3,23,14,4,0,9,15,8,26,4,1,7,50,52,63,15,1,10,30,56,300,99,6,5,43,43,70,111,64,38,10,16,71,47,83,77,0,44,68,23,15,33,25,19,14,9,2
605,1844,9,0,6,19,14,5,0,9,19,9,19,7,3,6,59,56,74,12,6,7,28,48,259,123,6,5,40,36,57,145,87,45,17,23,94,30,75,74,0,59,100,19,17,39,35,19,12,10,3
606,1868,11,1,3,13,7,3,0,17,16,8,17,12,1,3,45,65,75,10,2,14,33,60,270,132,5,6,42,54,66,147,80,39,24,26,73,63,72,74,5,49,83,31,15,38,19,19,14,6,0
607,1862,8,1,3,16,9,1,0,7,25,10,28,7,1,7,47,73,82,22,1,11,27,59,281,131,5,2,37,41,69,133,89,38,17,24,83,33,72,90,1,47,97,12,9,38,26,17,12,11,2
608,1824,5,1,8,22,5,2,0,16,11,10,25,11,0,9,49,69,61,16,0,7,36,69,301,122,8,5,41,36,57,165,82,35,10,16,79,27,80,86,0,40,77,19,9,30,29,14,10,11,3
609,1836,14,2,6,22,9,1,0,5,14,12,24,8,1,10,53,51,72,18,1,7,31,62,308,133,9,7,50,38,65,132,84,51,12,24,67,47,66,60,0,46,73,24,12,48,16,22,14,2,3
610,1855,7,0,4,16,16,4,0,15,10,12,31,8,1,9,49,54,60,11,3,15,20,55,299,109,5,5,53,50,78,148,73,41,8,28,83,38,69,89,0,45,80,22,19,34,26,29,13,8,3
611,1853,15,0,3,22,9,8,0,13,20,9,31,6,4,10,51,54,78,10,3,14,35,61,276,95,2,8,38,32,61,143,83,43,20,35,89,51,62,78,2,57,71,19,16,41,26,23,12,9,5
612,1828,10,1,3,21,11,0,0,12,23,5,14,5,2,9,41,44,60,11,2,5,33,51,303,116,4,6,46,40,54,125,92,48,16,21,81,42,72,87,0,63,79,29,20,50,32,19,12,5,3
613,1861,10,0,8,22,12,1,0,20,13,12,26,13,1,3,50,60,80,13,4,12,38,55,286,121,5,6,51,35,60,127,77,44,17,27,75,54,71,80,2,56,75,27,12,28,27,18,16,6,5
614,1832,11,0,1,11,10,2,0,15,19,11,16,10,1,7,59,59,72,12,2,13,37,48,296,140,6,3,41,34,57,148,78,35,17,20,88,41,62,71,1,57,79,24,16,40,25,17,13,4,3
615,1861,10,2,8,16,8,1,0,15,20,11,19,7,2,5,48,62,69,18,4,14,32,56,273,121,7,5,40,31,60,152,74,46,16,26,74,40,79,96,1,51,92,26,20,46,27,14,13,4,0
616,1821,6,1,5,17,13,3,0,17,23,7,24,6,4,9,39,54,59,10,3,12,26,51,294,131,3,2,42,51,76,115,86,44,15,25,76,46,77,75,1,40,91,23,11,42,23,12,22,5,4
617,1870,8,2,9,27,13,3,0,8,15,11,24,5,0,10,67,54,65,22,0,11,36,63,299,113,4,2,44,39,73,143,70,48,14,27,69,42,67,75,1,55,96,29,22,33,17,18,10,3,4
618,1906,12,3,8,21,14,5,0,15,16,8,17,12,3,7,66,56,80,11,2,10,33,57,291,135,7,5,49,33,92,132,84,31,20,26,87,43,72,69,0,45,78,22,16,49,28,6,15,12,3
619,1777,12,1,4,17,7,1,0,12,8,13,24,9,2,2,46,61,55,10,2,8,29,56,287,121,4,6,48,53,74,123,90,43,16,26,67,25,72,56,1,51,84,14,13,48,28,20,18,9,1
620,1881,8,3,7,26,9,2,0,10,19,10,25,16,3,8,47,74,73,14,3,3,30,53,255,124,8,3,45,43,73,138,119,56,20,19,71,45,61,64,0,62,88,31,17,40,15,11,21,8,1
621,1858,7,2,9,23,11,2,0,13,19,11,23,16,4,7,48,69,71,20,1,13,31,53,270,144,5,3,43,43,82,139,99,39,10,26,75,43,54,81,0,47,80,21,13,41,17,10,12,6,2
622,1884,9,0,5,24,13,2,0,14,19,8,11,5,1,7,55,62,75,16,2,13,42,51,307,119,3,7,39,32,73,138,90,40,17,25,78,50,68,83,0,61,77,22,9,48,28,15,13,5,3
623,1801,7,0,9,28,9,0,0,8,18,9,18,9,1,3,63,46,67,17,0,11,41,52,273,119,3,3,38,48,64,126,81,43,18,25,84,45,62,70,3,47,85,20,13,37,34,17,16,10,1
624,1753,10,2,5,24,6,0,0,15,23,7,27,5,1,6,54,62,76,14,2,5,36,37,264,97,8,3,48,38,63,126,77,46,10,26,77,45,62,72,2,53,79,29,14,44,24,13,8,7,1
625,1861,4,0,0,20,19,0,0,11,17,13,18,10,1,4,49,56,81,14,2,8,21,59,283,135,6,5,43,35,81,161,78,38,20,18,89,36,69,77,0,47,82,24,17,38,28,22,12,4,6
626,1846,10,1,3,17,12,2,0,15,17,10,18,8,2,5,52,51,61,15,5,10,29,51,278,121,4,5,46,44,76,147,84,58,14,25,73,33,65,72,2,49,93,22,23,55,23,15,14,6,5
627,1787,9,0,3,22,14,1,0,14,18,6,30,8,1,10,46,54,65,18,2,6,30,50,265,116,3,0,45,40,91,136,80,46,22,24,70,55,78,76,5,42,61,19,13,37,25,10,13,5,3
628,1740,12,0,6,17,12,1,0,7,22,9,21,10,4,9,44,49,55,20,2,10,37,71,261,124,8,4,41,35,80,103,72,46,10,23,77,47,63,55,0,55,89,16,12,45,18,17,15,6,0
629,1785,11,1,5,17,11,2,0,13,17,10,22,7,0,5,45,60,66,14,2,9,38,63,258,122,5,4,46,37,68,135,78,49,24,19,79,57,79,64,1,31,81,24,10,40,22,14,12,6,2
630,1838,7,0,6,14,10,3,0,9,13,11,23,5,1,9,52,50,70,20,4,9,33,51,290,114,4,2,47,36,65,150,82,46,15,20,73,41,76,95,0,47,80,21,19,54,18,18,14,10,1
631,1825,11,1,4,16,12,3,0,11,21,10,25,11,1,13,61,46,62,10,1,10,42,67,278,112,3,6,44,52,73,140,86,42,16,21,71,45,67,82,1,53,66,27,7,43,20,15,10,6,1
632,1809,7,1,4,25,16,4,0,6,19,9,25,12,2,5,45,63,61,15,2,15,23,59,292,119,0,4,52,33,73,118,68,43,22,17,79,51,70,73,3,57,84,21,12,47,19,18,8,6,2
633,1814,14,0,6,25,9,2,0,15,17,9,19,10,6,7,57,64,73,11,2,9,32,52,266,110,2,8,41,50,86,125,84,42,15,18,78,41,94,72,0,37,81,21,13,42,22,13,8,6,0
634,1878,8,0,8,19,11,1,0,10,20,9,21,10,0,7,50,43,79,12,0,12,36,53,291,127,6,3,56,36,79,145,75,36,11,24,82,47,71,80,2,56,79,18,17,49,28,16,25,7,3
635,1814,6,0,2,19,8,3,0,10,15,7,16,9,0,9,52,48,68,16,3,12,26,59,284,127,5,7,53,44,66,148,88,49,9,24,75,43,81,62,3,34,88,22,19,40,17,18,15,3,2
636,1789,5,0,1,23,11,4,0,10,19,18,25,14,0,8,61,45,76,16,4,8,31,58,269,108,5,6,36,42,68,136,82,38,12,20,77,49,59,71,1,47,73,29,11,45,23,21,13,7,4
637,1860,8,1,10,17,9,4,0,13,19,5,26,18,1,5,56,67,71,11,3,15,28,56,299,122,4,7,39,33,55,131,88,46,16,21,78,47,75,76,1,34,83,27,18,46,28,16,15,10,2
638,1798,9,1,1,22,9,2,0,11,11,9,21,11,1,9,43,57,75,5,2,8,18,53,288,120,8,6,49,47,77,135,83,39,18,28,77,43,68,63,2,45,80,21,15,35,28,20,12,10,3
639,1876,11,1,5,28,9,6,0,16,16,11,24,9,4,11,50,56,67,17,0,10,38,44,289,124,5,5,48,38,65,133,90,49,19,19,76,44,84,65,0,60,77,25,9,51,29,22,12,5,0
640,1815,9,1,3,18,11,3,0,19,23,9,27,5,2,4,66,61,60,17,2,13,32,59,265,130,3,7,51,34,56,124,81,40,15,25,74,31,73,72,1,56,92,22,13,49,26,19,9,3,0
641,1818,11,2,4,17,15,2,0,17,22,7,23,10,0,16,46,56,80,14,1,8,42,64,266,108,3,3,43,47,68,134,103,37,26,23,69,35,75,76,1,41,73,22,8,36,26,17,14,6,1
642,1736,10,1,4,13,8,0,0,6,11,10,18,16,4,5,72,47,70,21,1,9,40,56,269,103,3,1,35,41,59,150,76,34,15,15,62,30,62,81,3,39,94,22,20,38,22,21,10,8,1
643,1751,8,1,10,14,10,3,0,14,19,11,22,12,0,5,43,72,72,6,2,8,38,61,255,109,2,8,41,34,72,125,89,29,13,21,54,37,60,71,0,55,93,20,14,43,27,18,21,8,1
644,1938,8,0,5,22,17,1,0,13,21,13,24,6,5,5,49,56,77,19,1,13,35,49,302,132,5,4,49,40,71,128,84,44,12,28,78,56,81,102,1,58,75,22,18,50,21,18,16,3,1
645,1894,9,0,5,26,10,2,0,10,19,6,28,8,2,12,48,68,73,14,1,16,38,58,274,137,3,4,40,41,73,144,81,38,17,24,75,58,71,77,1,54,70,22,14,49,30,17,18,7,2
646,1864,12,2,6,19,13,6,0,11,24,7,23,13,1,9,47,62,80,18,3,4,36,52,265,109,8,5,45,53,61,126,80,47,16,29,93,55,75,77,0,50,75,29,14,42,21,21,14,4,2
647,1813,10,1,5,17,11,1,0,8,11,6,21,3,3,7,53,70,71,18,3,14,41,45,247,126,7,5,46,53,78,149,79,32,11,17,68,57,75,67,0,51,78,23,13,40,22,26,15,4,5
648,1857,15,1,8,19,9,2,1,14,19,15,26,8,2,14,49,58,75,11,5,13,30,56,272,121,8,6,38,37,59,143,85,45,13,25,82,34,63,77,2,54,72,24,13,60,26,24,12,7,5
649,1772,10,1,6,24,17,3,0,15,16,7,19,11,2,5,42,56,70,12,3,10,34,52,248,128,2,7,39,35,63,140,77,63,24,20,78,40,73,79,0,41,66,23,8,40,26,18,11,6,2
650,1846,6,1,8,21,13,3,0,12,18,10,14,2,1,11,57,49,88,12,6,11,34,54,280,122,5,4,41,43,79,139,78,32,19,29,74,52,75,64,1,47,82,24,13,51,17,19,14,9,2
651,1776,14,0,5,21,9,3,0,20,15,15,22,10,3,5,60,53,65,16,1,12,39,44,263,118,5,2,40,41,54,137,75,55,19,19,81,44,67,75,1,46,80,22,13,30,27,10,12,6,2
652,1875,11,0,7,23,5,7,0,14,21,13,25,9,3,8,41,53,66,14,1,10,35,51,280,126,4,6,51,43,82,163,75,35,18,20,85,27,79,82,0,51,80,21,17,53,18,20,9,10,3
653,1871,6,2,9,27,9,3,0,12,22,13,21,6,4,4,54,61,73,17,5,9,25,57,297,119,4,5,49,52,66,135,71,43,13,16,76,44,77,75,1,45,102,22,16,41,26,11,13,8,5
654,1854,9,0,5,17,14,2,0,13,14,6,18,10,3,6,44,54,73,17,3,11,37,72,298,129,2,2,51,48,66,136,80,40,23,27,87,44,60,75,0,36,81,24,9,44,22,16,13,11,2
655,1968,8,1,4,16,13,2,0,22,23,9,19,7,1,11,43,50,96,24,0,10,32,56,306,129,3,6,61,38,72,137,91,53,23,28,72,47,74,79,1,53,84,23,11,54,25,23,19,7,2
656,1747,4,2,7,11,14,2,0,12,20,14,18,14,1,7,49,51,73,20,1,10,38,57,298,122,6,5,31,27,84,123,81,49,19,26,66,31,56,57,0,32,66,20,18,40,34,19,7,5,0
657,1834,12,0,8,12,10,2,0,17,23,16,21,9,2,9,55,57,65,17,1,13,39,66,255,109,6,4,39,39,70,144,83,39,21,26,92,52,65,69,3,44,80,20,16,41,28,13,13,7,2
658,1749,11,0,3,24,11,2,0,17,20,13,17,7,3,3,54,59,56,8,3,15,39,49,254,121,4,2,32,49,61,124,83,40,12,22,81,38,66,78,0,42,82,22,17,40,25,20,13,5,2
659,1797,9,0,4,13,10,1,0,11,22,11,21,8,2,8,55,46,68,15,0,6,38,57,286,111,4,5,51,44,81,121,85,42,12,18,57,40,81,75,1,59,78,25,12,42,28,14,8,10,2
660,1870,12,0,7,14,10,0,0,8,15,9,18,8,3,9,56,60,77,16,3,8,42,55,286,119,6,3,56,36,78,150,80,51,15,21,84,45,56,78,3,46,76,31,8,47,31,11,14,7,2
661,1840,10,0,10,16,11,2,0,22,14,5,14,4,2,10,40,44,73,12,4,13,31,56,280,121,3,2,51,39,75,145,94,41,14,27,99,34,70,64,0,48,86,21,15,55,23,18,13,7,2
662,1794,10,1,7,18,10,3,0,12,19,12,17,8,0,7,52,59,69,19,1,7,34,74,277,106,7,6,40,29,70,148,77,44,19,25,72,47,63,73,1,55,88,13,10,34,17,10,13,4,7
663,1869,12,0,4,24,9,5,0,12,22,10,25,10,3,6,57,64,77,10,2,9,37,65,283,135,5,3,37,41,71,129,85,42,12,22,74,39,77,76,1,42,92,25,13,38,21,13,17,11,2
664,1867,4,0,1,15,4,2,0,17,22,9,24,9,2,7,53,56,77,20,1,8,33,51,302,117,2,5,46,35,90,147,70,52,10,23,74,49,73,81,2,49,86,13,17,45,26,21,12,4,1
665,1779,9,0,1,30,11,2,0,27,16,7,17,11,4,5,45,69,71,10,4,9,32,53,274,109,6,4,45,37,65,135,75,33,22,14,79,39,58,72,0,38,102,16,6,42,26,15,17,11,6
666,1798,5,1,10,10,7,1,0,13,17,10,11,9,2,3,44,58,72,15,2,9,30,63,281,103,8,3,46,43,63,120,72,41,15,16,93,49,67,85,2,61,98,28,14,40,21,17,11,8,1
667,1924,9,1,5,22,7,3,0,11,14,12,19,13,0,11,36,48,91,19,3,20,33,54,302,134,5,10,57,32,68,139,88,50,22,25,90,40,66,74,1,53,85,27,15,41,23,18,18,9,1
668,1816,8,1,4,17,10,4,1,12,21,11,12,11,3,6,38,61,70,16,2,10,31,55,278,115,1,2,40,44,60,160,88,53,17,24,73,36,62,80,2,40,83,20,15,48,33,12,11,10,5
669,1851,16,1,5,28,11,3,0,13,17,6,16,8,5,6,52,50,68,17,2,7,31,59,293,126,7,6,36,44,76,135,74,39,17,31,86,38,58,63,2,64,78,31,13,46,24,20,10,11,2
670,1806,8,0,7,25,12,2,0,8,18,14,15,8,6,9,55,62,65,13,0,14,36,48,270,120,7,4,36,37,70,136,89,51,16,17,75,33,74,84,0,46,88,18,10,38,26,10,18,7,1
671,1812,3,1,8,21,12,2,0,13,5,14,18,15,1,4,50,44,70,12,2,6,45,60,280,115,6,6,49,43,70,131,92,37,11,15,86,45,59,74,3,40,75,34,18,51,25,12,14,12,3
672,1818,12,0,8,17,6,2,0,10,31,9,17,10,2,12,50,46,73,15,2,10,31,57,267,104,5,8,51,40,74,143,94,54,11,17,68,38,74,73,1,53,89,24,12,39,20,18,10,8,3
673,1860,9,0,5,18,20,1,0,18,17,9,20,12,3,9,58,50,81,19,1,10,36,58,279,101,6,5,51,31,61,170,72,40,15,27,63,34,61,85,0,58,84,28,18,36,25,24,20,8,4
674,1820,10,0,6,13,10,3,0,18,20,16,22,5,3,5,44,61,74,21,1,11,38,53,266,118,4,2,47,38,55,159,75,37,14,28,81,49,68,71,1,46,74,28,18,37,27,19,16,6,2
675,1842,6,2,10,20,11,5,0,13,23,9,20,14,0,10,65,57,86,15,3,9,43,64,289,118,4,3,46,37,59,156,72,49,15,27,68,35,66,61,3,46,78,17,12,27,23,22,11,8,5
676,1831,11,0,11,20,8,5,0,12,17,10,20,7,1,9,71,59,68,14,2,17,28,66,280,115,4,2,34,45,67,140,74,48,18,20,82,44,60,71,1,37,84,24,10,48,28,20,13,5,1
677,1836,8,1,8,21,7,0,0,11,17,7,25,12,2,6,55,60,68,23,2,7,35,41,312,104,6,4,39,41,74,132,81,48,14,24,66,46,66,77,1,48,95,21,12,38,30,14,21,3,3
678,1846,8,1,4,25,16,0,0,17,17,8,28,9,5,7,44,47,73,13,4,8,33,58,278,116,4,7,51,49,66,133,80,45,18,33,79,46,58,79,0,47,82,26,15,39,19,22,21,5,3
679,1863,5,1,2,17,9,1,0,16,12,7,22,9,1,8,51,66,62,29,3,9,23,55,331,132,2,2,40,40,74,134,81,30,20,25,73,43,70,79,1,56,83,21,15,49,16,19,9,8,2
680,1736,9,1,3,20,5,3,0,7,18,14,23,7,0,9,45,51,68,14,2,11,44,48,271,98,5,3,32,34,70,119,79,45,14,22,74,37,68,87,1,43,69,19,16,49,26,17,17,16,3
681,1837,13,0,4,15,11,5,0,16,25,12,25,6,1,11,32,68,65,15,2,9,36,57,260,117,3,3,42,47,67,157,83,43,23,21,86,38,57,90,1,53,86,19,16,40,25,13,11,5,3
682,1779,7,4,4,20,7,7,0,17,17,12,23,4,3,3,55,49,70,22,2,8,26,65,281,97,5,4,40,40,63,130,83,58,11,14,72,37,80,69,0,37,83,20,21,39,23,17,22,8,0
683,1757,8,1,3,20,14,3,0,18,23,5,17,12,1,4,56,61,74,17,3,10,23,64,275,100,4,7,39,54,62,98,78,43,15,20,68,24,71,73,2,54,71,24,15,45,22,17,22,11,6
684,1785,12,2,4,17,8,4,0,11,24,11,20,11,0,10,41,57,73,16,3,7,31,54,272,115,7,7,36,40,82,145,80,39,14,25,68,35,56,73,1,54,93,23,11,43,14,17,10,6,3
685,1876,13,0,7,27,17,0,0,9,11,11,21,5,2,7,60,76,61,18,1,8,34,65,273,119,4,8,56,42,81,132,74,43,22,22,73,33,78,71,2,54,88,22,13,43,32,18,12,6,2
686,1820,14,2,8,16,14,5,0,8,21,11,14,9,1,8,50,59,80,14,1,8,40,63,274,112,6,2,42,44,69,132,74,32,17,28,64,43,76,79,2,44,90,25,18,47,26,9,12,5,2
687,1889,15,0,2,24,11,5,0,10,19,15,24,4,1,10,47,60,67,20,2,15,35,70,300,118,5,2,40,37,63,152,81,55,17,22,77,41,82,79,0,55,81,19,12,36,21,21,8,7,2
688,1877,10,2,3,20,7,2,0,15,19,11,28,8,2,5,49,48,85,15,5,9,30,56,283,127,9,7,48,41,64,157,85,43,21,26,80,48,75,87,2,38,81,19,9,40,22,11,13,8,4
689,1793,5,0,4,17,10,3,0,27,15,14,25,12,2,6,46,57,77,20,0,8,28,43,273,130,5,2,53,36,63,138,74,48,17,17,96,48,67,73,0,44,68,21,9,51,19,9,7,5,1
690,1862,17,1,7,14,12,3,0,16,14,11,24,8,1,8,61,57,68,8,2,5,29,57,275,116,4,4,53,50,78,131,87,51,26,23,71,39,67,72,1,57,82,26,14,35,28,21,18,5,5
691,1846,5,0,6,14,8,1,0,17,12,17,18,4,1,6,52,54,64,15,2,7,32,48,283,138,5,2,62,44,65,147,89,34,24,22,90,41,63,62,1,48,93,29,12,44,22,16,17,8,2
692,1807,11,0,5,17,7,5,1,17,20,11,31,10,2,4,56,57,92,22,3,12,34,65,273,100,4,3,44,49,63,132,77,36,10,23,63,42,68,65,1,34,103,23,9,36,24,14,17,10,2
693,1861,8,1,8,28,14,1,0,12,12,8,28,6,1,11,50,54,81,13,3,8,31,54,306,121,3,4,49,43,71,123,84,40,18,33,69,41,72,73,2,48,71,21,16,53,25,19,17,7,0
694,1840,15,0,4,19,6,5,0,9,15,11,19,10,2,6,50,67,78,15,4,13,41,63,294,110,6,5,45,38,72,120,83,33,14,22,72,60,69,64,2,52,85,24,11,33,26,20,15,8,5
695,1808,16,2,5,20,11,3,0,13,19,13,24,8,2,9,51,47,84,15,4,14,31,51,274,122,3,3,46,44,75,135,83,55,15,24,72,37,65,75,0,40,81,19,12,36,18,15,11,4,2
696,1783,8,2,0,23,6,2,0,9,17,13,27,11,2,10,45,61,73,18,6,7,28,53,268,115,8,7,45,36,77,106,74,49,20,21,68,48,55,91,0,46,92,16,12,41,29,18,8,6,6
697,1818,14,1,6,19,16,2,0,13,8,7,20,12,0,7,45,55,58,19,5,12,38,53,260,125,6,3,49,42,72,113,78,56,13,26,76,45,77,88,0,52,69,24,12,55,27,14,14,10,2
698,1823,5,1,5,28,11,0,1,4,25,9,16,8,5,8,42,57,56,12,5,11,40,60,290,119,3,4,44,54,79,128,76,39,20,17,65,52,61,73,2,54,84,29,15,49,20,16,12,5,4
699,1775,11,0,12,19,11,2,0,17,18,11,22,8,2,9,39,63,61,12,3,13,31,52,279,107,3,6,47,42,66,131,58,39,22,29,65,41,62,78,0,37,94,19,16,53,23,22,9,7,4
700,1897,13,2,3,20,8,1,0,12,15,16,19,13,5,9,47,52,74,20,6,13,39,50,312,107,6,2,39,37,77,145,105,53,21,22,76,44,65,69,2,56,75,26,13,43,23,19,13,7,3
701,1792,9,2,5,15,10,5,0,11,16,11,21,7,1,6,49,57,68,16,3,9,30,57,276,102,6,6,46,42,88,115,78,47,13,22,84,42,79,67,0,43,76,16,12,50,18,18,21,13,4
702,1837,7,2,5,17,10,5,0,13,16,11,18,13,3,2,49,61,74,11,2,8,24,53,312,125,10,2,50,40,80,136,82,43,14,22,79,29,62,70,1,48,85,22,13,51,23,16,11,3,4
703,1801,12,2,5,13,11,2,0,12,15,15,25,12,2,10,48,49,87,13,3,5,37,68,270,102,8,1,34,40,71,117,96,40,13,15,72,34,75,80,0,51,87,32,12,44,24,15,9,12,1
704,1826,10,0,4,16,10,5,0,12,16,11,20,11,3,2,46,60,64,15,2,9,25,53,279,131,4,3,46,39,70,132,89,38,19,22,90,39,80,69,1,61,89,23,5,38,21,17,16,10,1
